ADM3_NAME,CODE_NEW,ADM1_NAME_max,ADM2_NAME_max,composite_score,dependency_rate,unemployment_rate,dependency_rate_join_key,unemployment_rate_join_key,CODE_max,CODE_min,MOHAFAZA_1_max,coping10_pred,coping11_pred,coping12_pred,coping14_pred,coping1_pred,coping2_pred,coping3_pred,coping4_pred,coping5_pred,coping6_pred,coping7_pred,coping8_pred,coping97_pred,coping98_pred,coping99_pred,coping9_pred
Aakkar El-Aatiqa,101007,Akkar,Akkar,0.059658253,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aakkar El-Aatiqa,101007,Akkar,Akkar,0.059658253,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aamaret Aakkar,101008,Akkar,Akkar,0.038162881,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aamaret El-Baykat,101009,Akkar,Akkar,0.056894489,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aamaret El-Baykat,101009,Akkar,Akkar,0.056894489,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aamaret El-Baykat,101009,Akkar,Akkar,0.056894489,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aamriyet Aakkar,101011,Akkar,Akkar,0.053724746,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AarmT,101014,Akkar,Akkar,0.054451571,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AarmT,101014,Akkar,Akkar,0.054451571,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AarmT,101014,Akkar,Akkar,0.054451571,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aarqa,101015,Akkar,Akkar,0.066141664,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aarqa,101015,Akkar,Akkar,0.066141664,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aarqa,101015,Akkar,Akkar,0.066141664,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aarqa,101015,Akkar,Akkar,0.066141664,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aarqa,101015,Akkar,Akkar,0.066141664,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Barcha,101020,Akkar,Akkar,0.0581872,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bebnine,101022,North,Minie-Danniye,0.132103384,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bebnine,101022,Akkar,Akkar,0.132103384,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bebnine,101022,Akkar,Akkar,0.132103384,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bebnine,101022,North,Minie-Danniye,0.132103384,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beino,101023,Akkar,Akkar,0.056176431,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beino,101023,Akkar,Akkar,0.056176431,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beino,101023,Akkar,Akkar,0.056176431,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beit Mellat,101026,Akkar,Akkar,0.061603753,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Beit Mellat,101026,Akkar,Akkar,0.061603753,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Berqayel,101029,North,Minie-Danniye,0.055745633,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Berqayel,101029,North,Minie-Danniye,0.055745633,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Berqayel,101029,Akkar,Akkar,0.055745633,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Berqayel,101029,Akkar,Akkar,0.055745633,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bezbina,101030,Akkar,Akkar,0.053493172,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Biret Aakkar,101031,Akkar,Akkar,0.056792039,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Biret Aakkar,101031,Akkar,Akkar,0.056792039,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Biret Aakkar,101031,Akkar,Akkar,0.056792039,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Bqerzla,101033,Akkar,Akkar,0.060136109,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bqerzla,101033,Akkar,Akkar,0.060136109,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bqerzla,101033,Akkar,Akkar,0.060136109,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bzal,101035,North,Minie-Danniye,0.056017102,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bzal,101035,North,Minie-Danniye,0.056017102,55.3,17.8,ADM1_NAME_max,ADM2_NAME_max,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Charbila,101038,Akkar,Akkar,0.029251766,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Charbila,101038,Akkar,Akkar,0.029251766,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Charbila,101038,Akkar,Akkar,0.029251766,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Charbila,101038,Akkar,Akkar,0.029251766,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cheikh Zennad,101042,Akkar,Akkar,0.057338397,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cheikh Zennad,101042,Akkar,Akkar,0.057338397,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cheikh Zennad,101042,Akkar,Akkar,0.057338397,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cheikhlar,101043,Akkar,Akkar,0.056422435,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Cheikhlar,101043,Akkar,Akkar,0.056422435,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Darine,101048,Akkar,Akkar,0.054016785,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Dayret Nahr El-Kabir,101049,Akkar,Akkar,0.078229808,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Dayret Nahr El-Kabir,101049,Akkar,Akkar,0.078229808,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Deir Dalloum,101050,Akkar,Akkar,0.062766656,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Deir Dalloum,101050,Akkar,Akkar,0.062766656,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Deir Dalloum,101050,Akkar,Akkar,0.062766656,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Deir Dalloum,101050,Akkar,Akkar,0.062766656,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Dinbou,101053,Akkar,Akkar,0.057952253,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Douair AadouiyT,101054,Akkar,Akkar,0.028490061,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Fnaydeq,101055,Baalbek-Hermel,Hermel,0.057747961,55.8,10.2,ADM1_NAME_max,ADM2_NAME_max,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fnaydeq,101055,Baalbek-Hermel,Hermel,0.057747961,55.8,10.2,ADM1_NAME_max,ADM2_NAME_max,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fraydes Aakkar,101056,Akkar,Akkar,0.061614987,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Fraydes Aakkar,101056,Akkar,Akkar,0.061614987,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
GhazaylT,101057,Akkar,Akkar,0.054178115,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
GhazaylT,101057,Akkar,Akkar,0.054178115,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Halba,101060,Akkar,Akkar,0.031686851,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Halba,101060,Akkar,Akkar,0.031686851,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Halba,101060,Akkar,Akkar,0.031686851,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Haouchab,101061,Akkar,Akkar,0.060470339,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Hayzouq,101064,Akkar,Akkar,0.029408618,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HmairT Aakkar,101066,Akkar,Akkar,0.054129134,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Hnaider,101068,Akkar,Akkar,0.120475158,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hnaider,101068,Akkar,Akkar,0.120475158,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hnaider,101068,Baalbek-Hermel,Hermel,0.120475158,55.8,10.2,ADM1_NAME_max,ADM2_NAME_max,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hokr Etti,101070,Akkar,Akkar,0.054262555,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Hokr Etti,101070,Akkar,Akkar,0.054262555,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Houaich,101072,Akkar,Akkar,0.053734454,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Houaich,101072,Akkar,Akkar,0.053734454,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Idbil,101074,Akkar,Akkar,0.034251478,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Idbil,101074,Akkar,Akkar,0.034251478,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Idbil,101074,Akkar,Akkar,0.034251478,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ilat,101075,Akkar,Akkar,0.028351161,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Janine,101076,Akkar,Akkar,0.068577228,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Jdidet Ej-Joumeh,101078,Akkar,Akkar,0.030410906,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Jebrayel,101079,Akkar,Akkar,0.041406121,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Karm Aasfour,101081,Akkar,Akkar,0.054816779,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kfar Harra,101082,Akkar,Akkar,0.029251041,57.4,9.3,ADM1_NAME_max,ADM2_NAME_max,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
